Kilometro_num,Provincia,Cantón,region,Rural_urbano,Calzada_vertical,Calzada_horizontal,hora_grupo,fin_semana,estacion,calzada_tipo,estado_via,clima_grupo,tipo_colision,severidad_tipo_LLM,cobertura_emergencias_canton
0.0,san josé,goicoechea,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
7.0,alajuela,orotina,pacífico central,rural,pendiente,curva,12:00-17:59,1,verano,pavimentada,buena,bueno,interseccion,9,5
43.0,limón,pococí,huetar caribe,rural,pendiente,curva,12:00-17:59,0,invierno,pavimentada,buena,lluvia,frontal,9,6
38.0,cartago,turrialba,central,rural,pendiente,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,7
4.0,san josé,desamparados,central,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,alcance,7,10
22.0,alajuela,alajuela,central,urbana,pendiente,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
0.0,san josé,moravia,central,urbana,pendiente,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,lateral,10,10
138.0,san josé,pérez zeledón,brunca,urbana,plano,recta,06:00-11:59,0,verano,no_pavimentada,riesgo,bueno,frontal,9,7
26.0,guanacaste,nicoya,chorotega,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,lluvia,lateral,10,6
4.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
125.0,limón,matina,huetar caribe,rural,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,lateral,10,3
77.0,alajuela,san carlos,huetar norte,rural,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,frontal,9,7
4.0,heredia,barva,central,urbana,pendiente,curva,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,9
0.0,san josé,goicoechea,central,urbana,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,interseccion,9,10
2.0,san josé,san josé,central,urbana,plano,curva,12:00-17:59,1,invierno,pavimentada,buena,lluvia,interseccion,9,10
35.0,cartago,jiménez,central,urbana,pendiente,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,4
20.0,san josé,puriscal,central,urbana,pendiente,curva,12:00-17:59,0,verano,pavimentada,buena,bueno,frontal,9,2
17.0,puntarenas,esparza,pacífico central,urbana,pendiente,curva,00:00-05:59,0,invierno,pavimentada,buena,bueno,interseccion,9,6
1.0,limón,siquirres,huetar caribe,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,7
201.0,puntarenas,buenos aires,brunca,rural,pendiente,curva,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,5
9.0,puntarenas,esparza,pacífico central,urbana,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,interseccion,9,6
76.0,puntarenas,parrita,pacífico central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,4
155.0,guanacaste,nicoya,chorotega,rural,pendiente,recta,18:00-23:59,0,verano,no_pavimentada,buena,bueno,interseccion,9,6
28.0,alajuela,zarcero,central,rural,pendiente,curva,18:00-23:59,1,invierno,pavimentada,buena,bueno,frontal,9,3
32.0,puntarenas,garabito,pacífico central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,frontal,9,6
4.0,alajuela,san ramón,central,urbana,pendiente,curva,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,8
0.0,cartago,cartago,central,urbana,plano,recta,00:00-05:59,0,verano,pavimentada,buena,bueno,frontal,9,10
6.0,puntarenas,corredores,brunca,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,6
21.0,puntarenas,buenos aires,brunca,rural,pendiente,curva,12:00-17:59,1,verano,pavimentada,buena,bueno,frontal,9,5
19.0,limón,pococí,huetar caribe,urbana,plano,curva,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,6
1.0,san josé,san josé,central,urbana,plano,recta,00:00-05:59,1,invierno,pavimentada,buena,bueno,lateral,10,10
0.0,puntarenas,coto brus,brunca,urbana,plano,curva,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,2
70.0,alajuela,san ramón,central,rural,plano,curva,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,8
81.0,san josé,dota,central,rural,pendiente,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,frontal,9,2
1.0,guanacaste,liberia,chorotega,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,9
1.0,alajuela,alajuela,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
6.0,limón,pococí,huetar caribe,urbana,pendiente,curva,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,6
57.0,alajuela,orotina,pacífico central,rural,plano,recta,06:00-11:59,1,verano,pavimentada,buena,bueno,alcance,7,5
5.0,san josé,san josé,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,riesgo,lluvia,lateral,10,10
75.0,puntarenas,esparza,pacífico central,rural,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,alcance,7,6
0.0,san josé,pérez zeledón,brunca,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,frontal,9,7
104.0,limón,siquirres,huetar caribe,urbana,plano,recta,00:00-05:59,0,invierno,pavimentada,buena,bueno,alcance,7,7
141.0,san josé,pérez zeledón,brunca,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,lluvia,interseccion,9,7
4.0,heredia,heredia,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
0.0,alajuela,alajuela,central,urbana,pendiente,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
0.0,san josé,san josé,central,urbana,pendiente,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,lateral,10,10
5.0,alajuela,alajuela,central,urbana,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,frontal,9,10
0.0,san josé,tibás,central,urbana,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,lateral,10,10
19.0,san josé,vázquez de coronado,central,rural,pendiente,curva,18:00-23:59,1,verano,pavimentada,buena,lluvia,lateral,10,9
9.0,guanacaste,santa cruz,chorotega,urbana,pendiente,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,alcance,7,6
91.0,limón,siquirres,huetar caribe,urbana,plano,recta,06:00-11:59,1,verano,pavimentada,riesgo,bueno,frontal,9,7
1.0,cartago,cartago,central,urbana,pendiente,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,10
1.0,alajuela,san ramón,central,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,lluvia,interseccion,9,8
0.0,san josé,san josé,central,urbana,plano,recta,00:00-05:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
14.0,alajuela,alajuela,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,alcance,7,10
32.0,heredia,sarapiquí,huetar norte,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,2
89.0,limón,siquirres,huetar caribe,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,lateral,10,7
32.0,alajuela,zarcero,central,rural,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,interseccion,9,3
22.0,cartago,turrialba,central,rural,pendiente,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,7
0.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
73.0,limón,guácimo,huetar caribe,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,frontal,9,5
0.0,san josé,montes de oca,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
11.0,alajuela,alajuela,central,urbana,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,alcance,7,10
17.0,san josé,tarrazú,central,urbana,plano,curva,06:00-11:59,0,verano,pavimentada,buena,bueno,interseccion,9,3
2.0,san josé,san josé,central,urbana,pendiente,curva,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
0.0,limón,pococí,huetar caribe,rural,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,frontal,9,6
22.0,cartago,cartago,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,10
316.0,puntarenas,golfito,brunca,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,5
5.0,heredia,heredia,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
78.0,puntarenas,parrita,pacífico central,urbana,plano,recta,00:00-05:59,0,invierno,pavimentada,buena,bueno,frontal,9,4
23.0,puntarenas,golfito,brunca,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,lluvia,lateral,10,5
4.0,heredia,santo domingo,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,9
0.0,heredia,sarapiquí,huetar norte,rural,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,alcance,7,2
1.0,alajuela,alajuela,central,urbana,pendiente,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,10
0.0,limón,pococí,huetar caribe,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,lluvia,lateral,10,6
5.0,cartago,la unión,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,9
4.0,san josé,desamparados,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,lateral,10,10
2.0,alajuela,naranjo,central,urbana,pendiente,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,interseccion,9,6
23.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,alcance,7,7
0.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
49.0,guanacaste,nicoya,chorotega,rural,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,6
8.0,san josé,santa ana,central,urbana,plano,recta,00:00-05:59,1,verano,pavimentada,buena,bueno,interseccion,9,10
75.0,guanacaste,nicoya,chorotega,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,interseccion,9,6
47.0,alajuela,río cuarto,huetar norte,rural,pendiente,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,frontal,9,2
128.0,puntarenas,quepos,pacífico central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,lluvia,lateral,10,7
43.0,alajuela,atenas,central,urbana,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,alcance,7,6
118.0,limón,matina,huetar caribe,rural,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,frontal,9,3
12.0,san josé,montes de oca,central,urbana,plano,curva,06:00-11:59,0,verano,pavimentada,buena,bueno,frontal,9,10
9.0,limón,limón,huetar caribe,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,9
171.0,puntarenas,osa,brunca,rural,plano,recta,00:00-05:59,0,invierno,pavimentada,buena,lluvia,interseccion,9,2
76.0,alajuela,los chiles,huetar norte,urbana,pendiente,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,2
0.0,limón,matina,huetar caribe,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,interseccion,9,3
1.0,cartago,la unión,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,9
78.0,puntarenas,parrita,pacífico central,urbana,plano,recta,06:00-11:59,0,verano,no_pavimentada,buena,bueno,objeto_fijo,9,4
4.0,heredia,belén,central,urbana,pendiente,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,frontal,9,10
51.0,guanacaste,nicoya,chorotega,rural,plano,curva,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,6
3.0,puntarenas,buenos aires,brunca,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,5
0.0,alajuela,alajuela,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
30.0,puntarenas,puntarenas,pacífico central,rural,pendiente,curva,12:00-17:59,0,invierno,pavimentada,buena,bueno,frontal,9,7
8.0,san josé,san josé,central,urbana,pendiente,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
0.0,alajuela,atenas,central,urbana,pendiente,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,frontal,9,6
21.0,limón,pococí,huetar caribe,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,6
0.0,guanacaste,nicoya,chorotega,rural,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,lluvia,alcance,7,6
4.0,cartago,la unión,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,9
23.0,cartago,jiménez,central,rural,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,frontal,9,4
173.0,puntarenas,osa,brunca,rural,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,alcance,7,2
4.0,heredia,santo domingo,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,9
84.0,alajuela,san carlos,huetar norte,rural,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,alcance,7,7
44.0,alajuela,san carlos,huetar norte,rural,pendiente,curva,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,7
3.0,san josé,alajuelita,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
20.0,alajuela,alajuela,central,urbana,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,interseccion,9,10
4.0,guanacaste,santa cruz,chorotega,rural,plano,recta,12:00-17:59,0,verano,no_pavimentada,riesgo,bueno,alcance,7,6
3.0,cartago,el guarco,central,urbana,plano,curva,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,9
0.0,san josé,san josé,central,urbana,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,alcance,7,10
59.0,puntarenas,puntarenas,pacífico central,urbana,plano,curva,06:00-11:59,0,invierno,pavimentada,buena,bueno,frontal,9,7
4.0,guanacaste,santa cruz,chorotega,rural,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,lateral,10,6
253.0,puntarenas,osa,brunca,rural,plano,curva,06:00-11:59,1,invierno,pavimentada,buena,bueno,frontal,9,2
72.0,puntarenas,parrita,pacífico central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,alcance,7,4
2.0,alajuela,alajuela,central,urbana,pendiente,curva,00:00-05:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
45.0,guanacaste,nicoya,chorotega,rural,pendiente,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,6
14.0,alajuela,alajuela,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
17.0,alajuela,grecia,central,urbana,pendiente,curva,00:00-05:59,1,invierno,pavimentada,buena,lluvia,frontal,9,6
2.0,san josé,vázquez de coronado,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,9
88.0,puntarenas,esparza,pacífico central,urbana,pendiente,curva,12:00-17:59,1,verano,pavimentada,buena,bueno,lateral,10,6
1.0,limón,pococí,huetar caribe,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,lluvia,frontal,9,6
85.0,puntarenas,esparza,pacífico central,urbana,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,frontal,9,6
17.0,san josé,pérez zeledón,brunca,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,frontal,9,7
10.0,alajuela,upala,huetar norte,rural,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,5
9.0,puntarenas,esparza,pacífico central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,6
70.0,alajuela,san ramón,central,rural,pendiente,curva,18:00-23:59,0,verano,pavimentada,buena,lluvia,objeto_fijo,9,8
0.0,san josé,san josé,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,riesgo,lluvia,alcance,7,10
40.0,alajuela,san ramón,central,urbana,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,interseccion,9,8
56.0,puntarenas,coto brus,brunca,rural,pendiente,curva,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,2
8.0,san josé,santa ana,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,riesgo,bueno,lateral,10,10
38.0,guanacaste,carrillo,chorotega,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,6
151.0,limón,limón,huetar caribe,urbana,plano,recta,00:00-05:59,1,verano,pavimentada,buena,lluvia,lateral,10,9
41.0,limón,talamanca,huetar caribe,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,interseccion,9,1
3.0,san josé,pérez zeledón,brunca,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,frontal,9,7
2.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,frontal,9,10
4.0,san josé,escazú,central,urbana,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,frontal,9,10
33.0,heredia,sarapiquí,huetar norte,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,2
102.0,alajuela,san carlos,huetar norte,urbana,plano,recta,00:00-05:59,1,verano,pavimentada,buena,bueno,alcance,7,7
0.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,10
18.0,alajuela,alajuela,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,frontal,9,10
35.0,alajuela,los chiles,huetar norte,rural,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,frontal,9,2
0.0,san josé,san josé,central,urbana,plano,recta,00:00-05:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
8.0,san josé,san josé,central,urbana,plano,recta,00:00-05:59,1,invierno,pavimentada,buena,bueno,alcance,7,10
17.0,alajuela,atenas,central,urbana,pendiente,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,frontal,9,6
27.0,alajuela,grecia,central,rural,plano,curva,00:00-05:59,1,invierno,pavimentada,buena,bueno,frontal,9,6
0.0,guanacaste,liberia,chorotega,urbana,plano,recta,00:00-05:59,0,invierno,pavimentada,buena,bueno,lateral,10,9
14.0,puntarenas,puntarenas,pacífico central,urbana,plano,curva,12:00-17:59,0,verano,pavimentada,buena,bueno,frontal,9,7
49.0,alajuela,orotina,pacífico central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,alcance,7,5
4.0,heredia,belén,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
2.0,cartago,cartago,central,urbana,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,interseccion,9,10
5.0,san josé,goicoechea,central,urbana,pendiente,curva,06:00-11:59,1,verano,pavimentada,buena,bueno,frontal,9,10
37.0,san josé,vázquez de coronado,central,rural,pendiente,curva,00:00-05:59,0,verano,pavimentada,riesgo,lluvia,lateral,10,9
21.0,cartago,cartago,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,riesgo,bueno,interseccion,9,10
4.0,cartago,cartago,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,10
3.0,limón,pococí,huetar caribe,rural,plano,recta,12:00-17:59,0,verano,no_pavimentada,buena,bueno,frontal,9,6
29.0,heredia,sarapiquí,huetar norte,rural,plano,recta,06:00-11:59,0,invierno,no_pavimentada,riesgo,bueno,frontal,9,2
10.0,heredia,santo domingo,central,urbana,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,interseccion,9,9
68.0,alajuela,san carlos,huetar norte,rural,plano,curva,06:00-11:59,1,verano,pavimentada,buena,lluvia,frontal,9,7
2.0,heredia,belén,central,urbana,plano,recta,00:00-05:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
19.0,san josé,tarrazú,central,urbana,plano,curva,12:00-17:59,0,invierno,pavimentada,buena,lluvia,frontal,9,3
84.0,limón,siquirres,huetar caribe,rural,pendiente,curva,12:00-17:59,0,verano,pavimentada,riesgo,lluvia,alcance,7,7
2.0,san josé,tibás,central,urbana,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,lateral,10,10
2.0,san josé,alajuelita,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
2.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,interseccion,9,10
1.0,heredia,heredia,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,10
10.0,heredia,belén,central,urbana,pendiente,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,alcance,7,10
67.0,limón,pococí,huetar caribe,urbana,plano,recta,00:00-05:59,0,verano,pavimentada,buena,lluvia,alcance,7,6
57.0,guanacaste,santa cruz,chorotega,rural,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,frontal,9,6
0.0,alajuela,alajuela,central,urbana,plano,curva,12:00-17:59,1,invierno,pavimentada,buena,bueno,interseccion,9,10
23.0,puntarenas,garabito,pacífico central,rural,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,lluvia,lateral,10,6
180.0,puntarenas,osa,brunca,rural,plano,curva,06:00-11:59,1,invierno,pavimentada,buena,bueno,lateral,10,2
14.0,alajuela,alajuela,central,urbana,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,interseccion,9,10
78.0,puntarenas,parrita,pacífico central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,lluvia,alcance,7,4
9.0,heredia,belén,central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,lateral,10,10
6.0,guanacaste,carrillo,chorotega,urbana,plano,curva,12:00-17:59,1,invierno,pavimentada,buena,bueno,frontal,9,6
20.0,san josé,puriscal,central,urbana,pendiente,curva,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,2
51.0,alajuela,upala,huetar norte,rural,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,5
6.0,alajuela,grecia,central,urbana,pendiente,recta,00:00-05:59,1,invierno,pavimentada,buena,bueno,lateral,10,6
4.0,cartago,turrialba,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,7
156.0,san josé,pérez zeledón,brunca,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,7
62.0,limón,pococí,huetar caribe,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,riesgo,lluvia,lateral,10,6
10.0,alajuela,grecia,central,urbana,plano,curva,18:00-23:59,0,invierno,pavimentada,riesgo,bueno,lateral,10,6
2.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,alcance,7,10
13.0,guanacaste,santa cruz,chorotega,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,frontal,9,6
1.0,san josé,san josé,central,urbana,plano,curva,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
15.0,guanacaste,liberia,chorotega,rural,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,9
2.0,san josé,curridabat,central,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,interseccion,9,10
26.0,alajuela,alajuela,central,urbana,pendiente,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
212.0,guanacaste,santa cruz,chorotega,rural,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,6
10.0,alajuela,naranjo,central,rural,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,6
17.0,san josé,puriscal,central,rural,plano,recta,00:00-05:59,1,invierno,pavimentada,buena,bueno,frontal,9,2
1.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,10
2.0,san josé,mora,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,7
13.0,san josé,mora,central,urbana,plano,curva,00:00-05:59,0,verano,pavimentada,buena,bueno,frontal,9,7
31.0,guanacaste,santa cruz,chorotega,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,lateral,10,6
4.0,heredia,santo domingo,central,urbana,pendiente,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,frontal,9,9
1.0,alajuela,alajuela,central,urbana,pendiente,recta,00:00-05:59,0,invierno,pavimentada,buena,lluvia,lateral,10,10
270.0,guanacaste,la cruz,chorotega,urbana,pendiente,recta,12:00-17:59,1,invierno,no_pavimentada,riesgo,bueno,interseccion,9,3
2.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,7
3.0,cartago,cartago,central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,interseccion,9,10
74.0,limón,guácimo,huetar caribe,rural,plano,recta,18:00-23:59,0,invierno,pavimentada,riesgo,bueno,frontal,9,5
10.0,alajuela,alajuela,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
91.0,puntarenas,esparza,pacífico central,urbana,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,6
0.0,san josé,san josé,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
1.0,heredia,flores,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,9
3.0,alajuela,san ramón,central,urbana,pendiente,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,alcance,7,8
4.0,alajuela,alajuela,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
290.0,puntarenas,osa,brunca,rural,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,frontal,9,2
0.0,heredia,san pablo,central,urbana,plano,recta,00:00-05:59,0,invierno,pavimentada,buena,bueno,frontal,9,9
106.0,puntarenas,montes de oro,pacífico central,rural,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,4
21.0,alajuela,alajuela,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,10
8.0,heredia,heredia,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
44.0,guanacaste,carrillo,chorotega,rural,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,lluvia,alcance,7,6
4.0,san josé,desamparados,central,urbana,pendiente,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,interseccion,9,10
11.0,san josé,aserrí,central,rural,pendiente,curva,06:00-11:59,1,verano,pavimentada,buena,bueno,lateral,10,8
265.0,guanacaste,la cruz,chorotega,rural,pendiente,curva,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,3
4.0,cartago,paraíso,central,rural,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,lateral,10,8
3.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,lluvia,frontal,9,10
