Kilometro_num,Provincia,Cantón,region,Rural_urbano,Calzada_vertical,Calzada_horizontal,hora_grupo,fin_semana,estacion,calzada_tipo,estado_via,clima_grupo,tipo_colision,severidad_tipo_LLM,cobertura_emergencias_canton
212.0,guanacaste,liberia,chorotega,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,9
137.0,san josé,pérez zeledón,brunca,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,alcance,7,7
0.0,puntarenas,puntarenas,pacífico central,urbana,pendiente,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,interseccion,9,7
5.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,10
154.0,puntarenas,osa,brunca,rural,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,frontal,9,2
1.0,san josé,san josé,central,urbana,pendiente,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
4.0,san josé,san josé,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
0.0,san josé,san josé,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
120.0,san josé,pérez zeledón,brunca,rural,pendiente,curva,12:00-17:59,0,invierno,pavimentada,buena,lluvia,frontal,9,7
152.0,alajuela,guatuso,huetar norte,rural,plano,recta,00:00-05:59,0,invierno,pavimentada,buena,bueno,lateral,10,2
3.0,heredia,heredia,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
0.0,cartago,cartago,central,urbana,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,lateral,10,10
1.0,san josé,pérez zeledón,brunca,rural,pendiente,curva,00:00-05:59,0,verano,pavimentada,buena,bueno,lateral,10,7
203.0,guanacaste,bagaces,chorotega,rural,plano,recta,00:00-05:59,0,invierno,pavimentada,buena,bueno,lateral,10,4
0.0,alajuela,naranjo,central,rural,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,interseccion,9,6
9.0,puntarenas,esparza,pacífico central,rural,pendiente,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,lateral,10,6
25.0,guanacaste,nicoya,chorotega,urbana,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,lateral,10,6
0.0,limón,pococí,huetar caribe,urbana,pendiente,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,lateral,10,6
0.0,san josé,desamparados,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
102.0,puntarenas,montes de oro,pacífico central,rural,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,4
125.0,puntarenas,puntarenas,pacífico central,urbana,pendiente,curva,06:00-11:59,1,verano,no_pavimentada,riesgo,bueno,frontal,9,7
75.0,puntarenas,parrita,pacífico central,urbana,plano,curva,06:00-11:59,0,verano,pavimentada,buena,bueno,alcance,7,4
27.0,cartago,jiménez,central,rural,pendiente,curva,18:00-23:59,0,invierno,no_pavimentada,riesgo,bueno,frontal,9,4
25.0,alajuela,alajuela,central,urbana,plano,recta,00:00-05:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
0.0,san josé,pérez zeledón,brunca,rural,plano,curva,06:00-11:59,1,verano,pavimentada,buena,bueno,frontal,9,7
67.0,heredia,sarapiquí,huetar norte,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,2
13.0,guanacaste,nandayure,chorotega,rural,plano,curva,06:00-11:59,0,invierno,no_pavimentada,buena,bueno,frontal,9,3
206.0,guanacaste,santa cruz,chorotega,rural,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,lateral,10,6
6.0,alajuela,palmares,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,6
2.0,heredia,san rafael,central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,interseccion,9,9
4.0,puntarenas,puntarenas,pacífico central,rural,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,frontal,9,7
12.0,san josé,santa ana,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,10
154.0,limón,limón,huetar caribe,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,lateral,10,9
25.0,cartago,el guarco,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,9
0.0,guanacaste,carrillo,chorotega,rural,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,interseccion,9,6
58.0,alajuela,san ramón,central,rural,plano,recta,18:00-23:59,0,verano,pavimentada,riesgo,neblina,frontal,9,8
21.0,alajuela,alajuela,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,alcance,7,10
10.0,san josé,pérez zeledón,brunca,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,alcance,7,7
14.0,alajuela,alajuela,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
31.0,san josé,vázquez de coronado,central,rural,pendiente,curva,12:00-17:59,0,invierno,pavimentada,buena,lluvia,lateral,10,9
76.0,puntarenas,esparza,pacífico central,urbana,plano,curva,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,6
1.0,cartago,turrialba,central,urbana,plano,curva,18:00-23:59,0,invierno,pavimentada,riesgo,bueno,lateral,10,7
0.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,alcance,7,10
15.0,heredia,sarapiquí,huetar norte,urbana,plano,curva,06:00-11:59,0,verano,pavimentada,buena,lluvia,lateral,10,2
12.0,san josé,dota,central,urbana,pendiente,curva,06:00-11:59,0,invierno,pavimentada,riesgo,bueno,lateral,10,2
11.0,puntarenas,esparza,pacífico central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,interseccion,9,6
22.0,puntarenas,corredores,brunca,rural,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,6
26.0,alajuela,alajuela,central,urbana,pendiente,curva,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,10
21.0,heredia,sarapiquí,huetar norte,rural,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,frontal,9,2
3.0,alajuela,orotina,pacífico central,rural,pendiente,curva,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,5
95.0,alajuela,san carlos,huetar norte,urbana,pendiente,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,7
68.0,guanacaste,nicoya,chorotega,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,alcance,7,6
5.0,puntarenas,corredores,brunca,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,alcance,7,6
86.0,puntarenas,esparza,pacífico central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,6
56.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,alcance,7,7
2.0,san josé,alajuelita,central,urbana,plano,curva,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
10.0,san josé,santa ana,central,urbana,pendiente,curva,00:00-05:59,0,verano,pavimentada,buena,bueno,frontal,9,10
1.0,limón,pococí,huetar caribe,urbana,plano,recta,00:00-05:59,0,verano,pavimentada,buena,bueno,lateral,10,6
6.0,heredia,barva,central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,interseccion,9,9
33.0,san josé,vázquez de coronado,central,rural,pendiente,curva,12:00-17:59,1,verano,pavimentada,buena,lluvia,frontal,9,9
11.0,alajuela,san carlos,huetar norte,urbana,pendiente,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,lateral,10,7
159.0,puntarenas,osa,brunca,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,lateral,10,2
0.0,heredia,sarapiquí,huetar norte,rural,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,lateral,10,2
2.0,cartago,oreamuno,central,rural,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,interseccion,9,8
7.0,san josé,curridabat,central,urbana,pendiente,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,10
91.0,alajuela,san carlos,huetar norte,rural,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,interseccion,9,7
0.0,san josé,san josé,central,urbana,plano,recta,00:00-05:59,1,verano,pavimentada,buena,bueno,frontal,9,10
0.0,guanacaste,santa cruz,chorotega,rural,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,frontal,9,6
12.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,7
2.0,san josé,desamparados,central,urbana,pendiente,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,lateral,10,10
135.0,guanacaste,abangares,chorotega,rural,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,3
19.0,san josé,puriscal,central,rural,pendiente,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,frontal,9,2
8.0,san josé,curridabat,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
1.0,cartago,cartago,central,urbana,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,interseccion,9,10
0.0,limón,siquirres,huetar caribe,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,interseccion,9,7
7.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,riesgo,bueno,lateral,10,10
1.0,san josé,pérez zeledón,brunca,urbana,pendiente,curva,00:00-05:59,1,invierno,pavimentada,buena,bueno,frontal,9,7
0.0,alajuela,naranjo,central,rural,plano,curva,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,6
155.0,san josé,pérez zeledón,brunca,rural,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,alcance,7,7
139.0,guanacaste,abangares,chorotega,rural,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,lateral,10,3
4.0,guanacaste,liberia,chorotega,rural,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,frontal,9,9
0.0,puntarenas,esparza,pacífico central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,6
72.0,alajuela,san carlos,huetar norte,rural,pendiente,recta,12:00-17:59,1,invierno,pavimentada,buena,lluvia,interseccion,9,7
18.0,alajuela,alajuela,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
0.0,puntarenas,corredores,brunca,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,lateral,10,6
0.0,alajuela,palmares,central,urbana,pendiente,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,6
195.0,puntarenas,osa,brunca,rural,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,lluvia,alcance,7,2
5.0,heredia,san rafael,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,frontal,9,9
178.0,puntarenas,osa,brunca,rural,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,2
160.0,guanacaste,nicoya,chorotega,rural,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,6
39.0,limón,talamanca,huetar caribe,rural,plano,recta,12:00-17:59,0,invierno,pavimentada,riesgo,lluvia,alcance,7,1
18.0,cartago,cartago,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
3.0,san josé,tibás,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
3.0,alajuela,alajuela,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
2.0,heredia,sarapiquí,huetar norte,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,2
175.0,alajuela,upala,huetar norte,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,interseccion,9,5
1.0,san josé,desamparados,central,urbana,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,frontal,9,10
0.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,1,verano,pavimentada,buena,bueno,frontal,9,10
39.0,cartago,turrialba,central,rural,pendiente,curva,06:00-11:59,0,verano,pavimentada,buena,bueno,frontal,9,7
16.0,heredia,sarapiquí,huetar norte,rural,plano,curva,18:00-23:59,0,invierno,pavimentada,buena,lluvia,lateral,10,2
1.0,alajuela,grecia,central,rural,plano,curva,00:00-05:59,1,invierno,pavimentada,buena,bueno,frontal,9,6
9.0,heredia,belén,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
13.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,lateral,10,7
0.0,alajuela,alajuela,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,alcance,7,10
1.0,alajuela,alajuela,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,10
11.0,limón,talamanca,huetar caribe,rural,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,frontal,9,1
56.0,alajuela,san ramón,central,urbana,plano,recta,00:00-05:59,0,verano,pavimentada,buena,bueno,lateral,10,8
1.0,heredia,sarapiquí,huetar norte,rural,plano,recta,18:00-23:59,1,invierno,pavimentada,riesgo,lluvia,frontal,9,2
25.0,cartago,el guarco,central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,frontal,9,9
155.0,limón,limón,huetar caribe,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,lateral,10,9
4.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
0.0,guanacaste,nicoya,chorotega,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,6
0.0,san josé,desamparados,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
276.0,guanacaste,la cruz,chorotega,rural,pendiente,curva,12:00-17:59,0,verano,pavimentada,buena,bueno,frontal,9,3
2.0,san josé,goicoechea,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
10.0,cartago,turrialba,central,rural,plano,recta,00:00-05:59,1,verano,no_pavimentada,riesgo,bueno,frontal,9,7
16.0,san josé,mora,central,rural,plano,recta,00:00-05:59,0,verano,pavimentada,buena,bueno,lateral,10,7
25.0,alajuela,san carlos,huetar norte,rural,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,frontal,9,7
4.0,heredia,heredia,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
76.0,alajuela,los chiles,huetar norte,urbana,pendiente,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,2
82.0,limón,guácimo,huetar caribe,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,alcance,7,5
6.0,puntarenas,montes de oro,pacífico central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,interseccion,9,4
37.0,guanacaste,carrillo,chorotega,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,6
7.0,puntarenas,golfito,brunca,rural,plano,recta,00:00-05:59,0,verano,pavimentada,buena,bueno,frontal,9,5
7.0,san josé,san josé,central,urbana,plano,curva,12:00-17:59,1,invierno,pavimentada,buena,bueno,lateral,10,10
155.0,limón,limón,huetar caribe,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,9
45.0,guanacaste,nicoya,chorotega,rural,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,frontal,9,6
12.0,limón,pococí,huetar caribe,rural,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,alcance,7,6
69.0,puntarenas,parrita,pacífico central,rural,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,alcance,7,4
6.0,san josé,desamparados,central,urbana,pendiente,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
1.0,alajuela,grecia,central,rural,pendiente,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,6
174.0,puntarenas,osa,brunca,rural,plano,curva,00:00-05:59,0,verano,pavimentada,buena,bueno,frontal,9,2
18.0,cartago,cartago,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
16.0,alajuela,alajuela,central,urbana,pendiente,curva,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,10
313.0,puntarenas,golfito,brunca,rural,plano,curva,12:00-17:59,1,invierno,pavimentada,buena,bueno,lateral,10,5
0.0,san josé,san josé,central,urbana,plano,recta,00:00-05:59,1,invierno,pavimentada,buena,bueno,alcance,7,10
2.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,alcance,7,10
14.0,alajuela,alajuela,central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,alcance,7,10
134.0,alajuela,guatuso,huetar norte,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,lateral,10,2
321.0,puntarenas,golfito,brunca,rural,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,frontal,9,5
31.0,alajuela,san carlos,huetar norte,rural,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,interseccion,9,7
3.0,alajuela,san carlos,huetar norte,rural,pendiente,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,7
0.0,san josé,san josé,central,urbana,plano,recta,00:00-05:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
1.0,san josé,curridabat,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,10
1.0,san josé,desamparados,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,interseccion,9,10
21.0,cartago,alvarado,central,urbana,pendiente,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,4
23.0,alajuela,alajuela,central,rural,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
2.0,heredia,barva,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,interseccion,9,9
13.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,lluvia,alcance,7,7
14.0,guanacaste,carrillo,chorotega,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,lluvia,interseccion,9,6
18.0,alajuela,alajuela,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
12.0,alajuela,alajuela,central,rural,pendiente,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,alcance,7,10
1.0,cartago,cartago,central,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,interseccion,9,10
7.0,puntarenas,coto brus,brunca,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,interseccion,9,2
0.0,alajuela,alajuela,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
0.0,guanacaste,liberia,chorotega,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,9
3.0,san josé,curridabat,central,urbana,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,interseccion,9,10
20.0,cartago,paraíso,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,lateral,10,8
1.0,cartago,cartago,central,urbana,pendiente,recta,18:00-23:59,1,invierno,pavimentada,buena,lluvia,lateral,10,10
1.0,alajuela,alajuela,central,urbana,pendiente,curva,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,10
2.0,guanacaste,abangares,chorotega,rural,plano,recta,00:00-05:59,0,verano,pavimentada,buena,bueno,interseccion,9,3
6.0,san josé,desamparados,central,urbana,plano,recta,06:00-11:59,1,invierno,pavimentada,buena,bueno,interseccion,9,10
2.0,cartago,cartago,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
12.0,heredia,belén,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
3.0,san josé,curridabat,central,urbana,plano,recta,00:00-05:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
8.0,san josé,pérez zeledón,brunca,rural,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,7
28.0,cartago,el guarco,central,urbana,pendiente,curva,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,9
62.0,limón,pococí,huetar caribe,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,alcance,7,6
11.0,heredia,flores,central,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,9
22.0,alajuela,san carlos,huetar norte,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,lluvia,lateral,10,7
170.0,puntarenas,buenos aires,brunca,rural,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,5
141.0,san josé,pérez zeledón,brunca,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,alcance,7,7
29.0,guanacaste,santa cruz,chorotega,rural,plano,curva,00:00-05:59,0,verano,pavimentada,buena,bueno,lateral,10,6
105.0,puntarenas,quepos,pacífico central,rural,plano,recta,00:00-05:59,1,verano,pavimentada,buena,bueno,frontal,9,7
2.0,san josé,alajuelita,central,urbana,pendiente,curva,06:00-11:59,1,invierno,pavimentada,buena,bueno,lateral,10,10
21.0,cartago,cartago,central,urbana,pendiente,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,frontal,9,10
14.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,00:00-05:59,0,invierno,pavimentada,buena,bueno,interseccion,9,7
2.0,cartago,turrialba,central,rural,plano,recta,12:00-17:59,1,verano,pavimentada,buena,bueno,lateral,10,7
2.0,san josé,desamparados,central,urbana,pendiente,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,alcance,7,10
197.0,puntarenas,buenos aires,brunca,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,alcance,7,5
135.0,san josé,pérez zeledón,brunca,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,lluvia,lateral,10,7
10.0,cartago,la unión,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,9
0.0,san josé,aserrí,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,frontal,9,8
2.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,frontal,9,10
1.0,alajuela,alajuela,central,urbana,pendiente,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
90.0,limón,siquirres,huetar caribe,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,7
316.0,puntarenas,golfito,brunca,urbana,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,alcance,7,5
1.0,limón,limón,huetar caribe,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,lluvia,lateral,10,9
8.0,puntarenas,esparza,pacífico central,rural,plano,recta,18:00-23:59,1,invierno,pavimentada,buena,bueno,interseccion,9,6
3.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,lluvia,interseccion,9,10
0.0,limón,pococí,huetar caribe,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,interseccion,9,6
2.0,limón,siquirres,huetar caribe,urbana,plano,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,lateral,10,7
6.0,heredia,san pablo,central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,lateral,10,9
1.0,alajuela,palmares,central,urbana,plano,recta,06:00-11:59,1,verano,pavimentada,buena,bueno,lateral,10,6
4.0,san josé,aserrí,central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,frontal,9,8
3.0,san josé,desamparados,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,frontal,9,10
10.0,san josé,alajuelita,central,urbana,pendiente,recta,06:00-11:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
2.0,heredia,santo domingo,central,urbana,plano,curva,06:00-11:59,1,invierno,pavimentada,buena,bueno,lateral,10,9
26.0,limón,pococí,huetar caribe,rural,plano,curva,18:00-23:59,0,verano,pavimentada,buena,bueno,interseccion,9,6
1.0,san josé,san josé,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
61.0,limón,pococí,huetar caribe,urbana,plano,recta,00:00-05:59,0,verano,pavimentada,buena,bueno,lateral,10,6
1.0,alajuela,alajuela,central,urbana,pendiente,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,interseccion,9,10
5.0,cartago,la unión,central,urbana,plano,recta,12:00-17:59,0,verano,pavimentada,buena,bueno,lateral,10,9
47.0,alajuela,san ramón,central,rural,pendiente,curva,18:00-23:59,0,invierno,pavimentada,buena,bueno,frontal,9,8
3.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,18:00-23:59,0,verano,pavimentada,buena,bueno,lateral,10,7
0.0,alajuela,san ramón,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,alcance,7,8
185.0,puntarenas,osa,brunca,rural,plano,curva,12:00-17:59,1,invierno,pavimentada,buena,lluvia,alcance,7,2
1.0,cartago,cartago,central,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
0.0,cartago,cartago,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
196.0,alajuela,upala,huetar norte,rural,plano,recta,00:00-05:59,1,verano,pavimentada,buena,bueno,alcance,7,5
19.0,limón,pococí,huetar caribe,urbana,plano,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,interseccion,9,6
1.0,cartago,oreamuno,central,urbana,plano,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,frontal,9,8
3.0,heredia,barva,central,urbana,pendiente,recta,18:00-23:59,0,invierno,pavimentada,buena,bueno,alcance,7,9
2.0,san josé,san josé,central,urbana,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,interseccion,9,10
125.0,san josé,pérez zeledón,brunca,rural,pendiente,curva,18:00-23:59,1,verano,pavimentada,buena,bueno,lateral,10,7
3.0,san josé,san josé,central,urbana,pendiente,recta,06:00-11:59,0,invierno,pavimentada,buena,bueno,lateral,10,10
15.0,puntarenas,esparza,pacífico central,rural,pendiente,curva,12:00-17:59,0,verano,pavimentada,buena,bueno,alcance,7,6
6.0,san josé,dota,central,rural,plano,curva,18:00-23:59,0,invierno,pavimentada,buena,lluvia,frontal,9,2
24.0,guanacaste,carrillo,chorotega,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,frontal,9,6
135.0,alajuela,guatuso,huetar norte,rural,plano,recta,18:00-23:59,1,verano,pavimentada,buena,bueno,interseccion,9,2
2.0,guanacaste,liberia,chorotega,urbana,plano,recta,12:00-17:59,1,invierno,pavimentada,buena,bueno,alcance,7,9
29.0,guanacaste,carrillo,chorotega,rural,plano,recta,00:00-05:59,1,invierno,pavimentada,buena,bueno,frontal,9,6
16.0,puntarenas,puntarenas,pacífico central,urbana,plano,recta,12:00-17:59,0,invierno,pavimentada,buena,bueno,interseccion,9,7
